GeneID	GeneName	Symbol	Chr	Start	End	Strand	GeneBiotype
AT1G04227	AT1G04227		Chr1	1009249	1009356	+	small_nucleolar_rna
AT1G03950	AT1G03950	VPS2.3	Chr1	1011151	1013365	-	protein_coding
AT1G03960	AT1G03960		Chr1	1013643	1017957	+	protein_coding
AT1G03970	AT1G03970	GBF4	Chr1	1018058	1019247	+	protein_coding
AT1G04233	AT1G04233		Chr1	1018123	1018514	-	antisense_long_noncoding_rna
AT1G03980	AT1G03980	PCS2	Chr1	1019311	1022108	-	protein_coding
AT1G03982	AT1G03982		Chr1	1022251	1023719	-	protein_coding
AT1G03990	AT1G03990		Chr1	1024740	1027616	+	protein_coding
AT1G04000	AT1G04000		Chr1	1027853	1029119	-	protein_coding
AT1G04010	AT1G04010	PSAT1	Chr1	1030957	1036264	-	protein_coding
AT1G04020	AT1G04020	BARD1	Chr1	1036493	1040262	+	protein_coding
AT1G04030	AT1G04030		Chr1	1040375	1042892	+	protein_coding
AT1G04040	AT1G04040		Chr1	1042362	1043887	-	protein_coding
AT1G04237	AT1G04237		Chr1	1043118	1043415	+	antisense_long_noncoding_rna
AT1G04050	AT1G04050	SUVR1	Chr1	1045598	1049864	-	protein_coding
AT1G04070	AT1G04070	TOM22-I	Chr1	1050505	1051194	-	protein_coding
AT1G04080	AT1G04080	PRP39	Chr1	1051312	1056827	+	protein_coding
AT1G04090	AT1G04090		Chr1	1057041	1059454	+	protein_coding
AT1G04100	AT1G04100	IAA10	Chr1	1059470	1061209	+	protein_coding
AT1G04105	AT1G04105		Chr1	1059730	1060348	-	protein_coding
AT1G04110	AT1G04110	SDD1	Chr1	1061297	1063809	-	protein_coding
AT1G04120	AT1G04120	ABCC5	Chr1	1064264	1071080	-	protein_coding
AT1G04243	AT1G04243		Chr1	1072574	1072780	-	long_noncoding_rna
AT1G04130	AT1G04130	TPR2	Chr1	1073274	1075568	+	protein_coding
AT1G04140	AT1G04140		Chr1	1075543	1080630	-	protein_coding
AT1G04150	AT1G04150		Chr1	1081024	1084431	-	protein_coding
AT1G04160	AT1G04160	XIB	Chr1	1086170	1096510	+	protein_coding
AT1G04170	AT1G04170	EIF2 GAMMA	Chr1	1096882	1099901	+	protein_coding
AT1G04180	AT1G04180	YUC9	Chr1	1104493	1106241	+	protein_coding
AT1G04190	AT1G04190	TPR3	Chr1	1106354	1108725	-	protein_coding
AT1G04200	AT1G04200		Chr1	1109395	1114155	+	protein_coding
AT1G04210	AT1G04210		Chr1	1114375	1119739	+	protein_coding
AT1G04220	AT1G04220	KCS2	Chr1	1119699	1122786	-	protein_coding
AT1G04247	AT1G04247		Chr1	1120225	1122526	+	antisense_long_noncoding_rna
AT1G04230	AT1G04230		Chr1	1125515	1128788	+	protein_coding
AT1G04240	AT1G04240	SHY2	Chr1	1128149	1129689	-	protein_coding
AT1G04253	AT1G04253		Chr1	1134308	1134997	-	long_noncoding_rna
AT1G04250	AT1G04250	AXR3	Chr1	1136078	1138663	+	protein_coding
AT1G04260	AT1G04260	MPI7	Chr1	1140278	1141564	-	protein_coding
AT1G04270	AT1G04270	RPS15	Chr1	1141558	1143130	-	protein_coding
AT1G04280	AT1G04280		Chr1	1143436	1147091	-	protein_coding
AT1G04290	AT1G04290		Chr1	1147297	1148533	-	protein_coding
AT1G04295	AT1G04295		Chr1	1147781	1148435	+	antisense_long_noncoding_rna
AT1G04300	AT1G04300		Chr1	1148564	1154667	-	protein_coding
AT1G04310	AT1G04310	ERS2	Chr1	1154740	1157813	-	protein_coding
AT1G04320	AT1G04320		Chr1	1159023	1159093	+	pre_trna
AT1G04330	AT1G04330		Chr1	1161289	1161982	-	protein_coding
AT1G04340	AT1G04340		Chr1	1162905	1164861	-	protein_coding
AT1G04350	AT1G04350		Chr1	1164910	1167135	+	protein_coding
AT1G04360	AT1G04360		Chr1	1167288	1169034	-	protein_coding
AT1G04370	AT1G04370	ERF14	Chr1	1175033	1175768	+	protein_coding
AT1G04380	AT1G04380		Chr1	1176544	1178488	-	protein_coding
AT1G04257	AT1G04257		Chr1	1178925	1179176	+	long_noncoding_rna
AT1G04390	AT1G04390		Chr1	1179310	1183704	-	protein_coding
AT1G04400	AT1G04400	CRY2	Chr1	1185512	1188696	-	protein_coding
AT1G04410	AT1G04410	c-NAD-MDH1	Chr1	1188995	1191458	-	protein_coding
AT1G04420	AT1G04420		Chr1	1191519	1193884	+	protein_coding
AT1G04425	AT1G04425		Chr1	1194187	1196889	+	other_rna
AT1G08835	AT1G08835		Chr1	1195528	1196657	-	novel_transcribed_region
AT1G04430	AT1G04430		Chr1	1197956	1201579	+	protein_coding
AT1G04440	AT1G04440	CKL13	Chr1	1202160	1206009	+	protein_coding
AT1G04445	AT1G04445		Chr1	1206760	1207939	+	protein_coding
AT1G04450	AT1G04450	RIC3	Chr1	1208521	1210026	+	protein_coding
AT1G04455	AT1G04455		Chr1	1210269	1210622	+	protein_coding
AT1G04457	AT1G04457		Chr1	1210319	1210549	-	pseudogene
AT1G04470	AT1G04470		Chr1	1210924	1214841	-	protein_coding
AT1G04263	AT1G04263	U5-6	Chr1	1215731	1215831	-	small_nuclear_rna
AT1G04480	AT1G04480		Chr1	1215925	1217471	+	protein_coding
AT1G04267	AT1G04267		Chr1	1216552	1216691	+	small_nucleolar_rna
AT1G04273	AT1G04273		Chr1	1216722	1216865	+	small_nucleolar_rna
AT1G04277	AT1G04277		Chr1	1216921	1217061	+	small_nucleolar_rna
AT1G04490	AT1G04490		Chr1	1217690	1220899	-	protein_coding
AT1G04500	AT1G04500		Chr1	1221411	1224539	-	protein_coding
AT1G04510	AT1G04510	MAC3A	Chr1	1226483	1230947	+	protein_coding
AT1G04520	AT1G04520	PDLP2	Chr1	1231452	1234032	+	protein_coding
AT1G04530	AT1G04530	TPR4	Chr1	1234176	1236206	-	protein_coding
AT1G04540	AT1G04540		Chr1	1236754	1239199	+	protein_coding
AT1G04550	AT1G04550	IAA12	Chr1	1240294	1242157	+	protein_coding
AT1G04555	AT1G04555		Chr1	1242506	1244244	+	protein_coding
AT1G04560	AT1G04560		Chr1	1244947	1246059	+	protein_coding
AT1G04570	AT1G04570		Chr1	1246601	1248876	-	protein_coding
AT1G08855	AT1G08855		Chr1	1249571	1251697	-	novel_transcribed_region
AT1G04580	AT1G04580	AO4	Chr1	1252005	1257893	-	protein_coding
AT1G04590	AT1G04590		Chr1	1258556	1261470	-	protein_coding
AT1G04600	AT1G04600	XIA	Chr1	1261762	1272588	+	protein_coding
AT1G04610	AT1G04610	YUC3	Chr1	1279351	1281618	+	protein_coding
AT1G04620	AT1G04620	HCAR	Chr1	1282163	1286619	-	protein_coding
AT1G04625	AT1G04625		Chr1	1287831	1289820	-	protein_coding
AT1G04630	AT1G04630	MEE4	Chr1	1289734	1291112	-	protein_coding
AT1G04635	AT1G04635	EMB1687	Chr1	1291300	1292024	+	protein_coding
AT1G04640	AT1G04640	LIP2	Chr1	1292023	1293398	+	protein_coding
AT1G04645	AT1G04645		Chr1	1293770	1294263	-	protein_coding
AT1G04650	AT1G04650		Chr1	1294627	1299023	-	protein_coding
AT1G04283	AT1G04283		Chr1	1299553	1299796	+	long_noncoding_rna
AT1G04660	AT1G04660		Chr1	1300368	1301773	-	protein_coding
AT1G04670	AT1G04670		Chr1	1301829	1302758	+	protein_coding
AT1G04680	AT1G04680		Chr1	1303467	1307973	-	protein_coding
AT1G04690	AT1G04690	KAB1	Chr1	1313443	1315823	+	protein_coding
AT1G04700	AT1G04700		Chr1	1316139	1321000	+	protein_coding
AT1G04710	AT1G04710	PKT4	Chr1	1321885	1324840	+	protein_coding
AT1G04720	AT1G04720		Chr1	1324923	1325007	+	pre_trna
AT1G04730	AT1G04730	CTF18	Chr1	1325099	1331169	-	protein_coding
AT1G04750	AT1G04750	VAMP721	Chr1	1331466	1333651	-	protein_coding
AT1G04287	AT1G04287		Chr1	1333696	1334012	+	long_noncoding_rna
AT1G04760	AT1G04760	VAMP726	Chr1	1334533	1336704	+	protein_coding
AT1G04770	AT1G04770		Chr1	1336274	1337849	-	protein_coding
AT1G04778	AT1G04778		Chr1	1339588	1340565	+	protein_coding
AT1G04780	AT1G04780		Chr1	1340553	1343793	-	protein_coding
AT1G04790	AT1G04790		Chr1	1344989	1348868	+	protein_coding
AT1G04800	AT1G04800		Chr1	1348452	1349478	-	protein_coding
AT1G04810	AT1G04810		Chr1	1350080	1355466	+	protein_coding
AT1G04820	AT1G04820	TUA4	Chr1	1356084	1358547	-	protein_coding
AT1G04830	AT1G04830		Chr1	1358574	1362019	-	protein_coding
AT1G04840	AT1G04840		Chr1	1362227	1365027	-	protein_coding
AT1G04850	AT1G04850		Chr1	1365107	1368940	-	protein_coding
AT1G04860	AT1G04860	UBP2	Chr1	1369036	1373103	-	protein_coding
AT1G04870	AT1G04870	PRMT10	Chr1	1373234	1375821	-	protein_coding
AT1G04880	AT1G04880		Chr1	1375824	1379228	-	protein_coding
AT1G04890	AT1G04890		Chr1	1380382	1382599	-	protein_coding
AT1G04293	AT1G04293		Chr1	1382790	1383059	-	long_noncoding_rna
AT1G04895	AT1G04895		Chr1	1383008	1383422	-	protein_coding
AT1G04900	AT1G04900		Chr1	1383841	1387895	+	protein_coding
AT1G04297	AT1G04297		Chr1	1385478	1386132	-	antisense_long_noncoding_rna
AT1G04910	AT1G04910		Chr1	1387871	1391381	-	protein_coding
AT1G04303	AT1G04303		Chr1	1388988	1389225	+	antisense_long_noncoding_rna
AT1G04920	AT1G04920	SPS3F	Chr1	1391434	1395953	-	protein_coding
AT1G04930	AT1G04930		Chr1	1396265	1399122	-	protein_coding
AT1G04945	AT1G04945		Chr1	1399174	1403112	+	protein_coding
AT1G04940	AT1G04940	Tic20-I	Chr1	1399182	1400830	+	protein_coding
AT1G04950	AT1G04950	TAFII59	Chr1	1403085	1407531	-	protein_coding
AT1G04960	AT1G04960		Chr1	1407772	1410933	-	protein_coding
AT1G04970	AT1G04970		Chr1	1411088	1413627	+	protein_coding
AT1G04980	AT1G04980	PDIL2-2	Chr1	1413644	1416218	-	protein_coding
AT1G04985	AT1G04985		Chr1	1416342	1419027	-	protein_coding
AT1G04990	AT1G04990		Chr1	1418612	1421863	-	protein_coding
AT1G05000	AT1G05000	PFA-DSP1	Chr1	1425539	1428869	+	protein_coding
AT1G05005	AT1G05005		Chr1	1429048	1430056	+	protein_coding
AT1G04307	AT1G04307		Chr1	1429442	1429889	-	long_noncoding_rna
AT1G05010	AT1G05010	EFE	Chr1	1431177	1433010	-	protein_coding
AT1G05020	AT1G05020		Chr1	1435155	1437763	-	protein_coding
AT1G05030	AT1G05030		Chr1	1438048	1441933	-	protein_coding
AT1G04313	AT1G04313		Chr1	1444692	1445039	-	long_noncoding_rna
AT1G05035	AT1G05035		Chr1	1444983	1446116	+	protein_coding
AT1G04317	AT1G04317		Chr1	1446155	1447314	+	novel_transcribed_region
AT1G04323	AT1G04323		Chr1	1446835	1447073	+	long_noncoding_rna
AT1G05040	AT1G05040		Chr1	1447369	1448463	-	protein_coding
AT1G05055	AT1G05055	GTF2H2	Chr1	1448631	1450901	-	protein_coding
AT1G05060	AT1G05060		Chr1	1451002	1452872	-	protein_coding
AT1G05061	AT1G05061		Chr1	1453045	1454691	-	pseudogene
AT1G05065	AT1G05065	CLE20	Chr1	1454606	1455322	-	protein_coding
AT1G05070	AT1G05070		Chr1	1457007	1458802	-	protein_coding
AT1G05080	AT1G05080		Chr1	1459091	1460579	+	protein_coding
AT1G05085	AT1G05085		Chr1	1460988	1461670	+	protein_coding
AT1G04327	AT1G04327		Chr1	1461934	1462157	+	long_noncoding_rna
AT1G04333	AT1G04333		Chr1	1462043	1462340	-	long_noncoding_rna
AT1G05087	AT1G05087		Chr1	1463108	1464173	+	protein_coding
AT1G05090	AT1G05090		Chr1	1464239	1465875	+	protein_coding
AT1G05100	AT1G05100	MAPKKK18	Chr1	1469541	1470881	+	protein_coding
AT1G05120	AT1G05120		Chr1	1471323	1476289	-	protein_coding
AT1G05135	AT1G05135		Chr1	1477487	1478900	-	pseudogene
AT1G05136	AT1G05136		Chr1	1478923	1479063	+	protein_coding
AT1G08865	AT1G08865		Chr1	1480118	1480940	-	novel_transcribed_region
AT1G05140	AT1G05140		Chr1	1482546	1484059	+	protein_coding
AT1G05150	AT1G05150		Chr1	1484067	1487027	-	protein_coding
AT1G05160	AT1G05160	CYP88A3	Chr1	1487378	1491005	-	protein_coding
AT1G05170	AT1G05170		Chr1	1490974	1494248	-	protein_coding
AT1G04337	AT1G04337		Chr1	1496735	1497102	+	long_noncoding_rna
AT1G05180	AT1G05180	AXR1	Chr1	1498114	1501953	-	protein_coding
AT1G05190	AT1G05190	emb2394	Chr1	1502251	1503853	-	protein_coding
AT1G05200	AT1G05200	GLR3.4	Chr1	1504941	1509152	+	protein_coding
AT1G04343	AT1G04343		Chr1	1508646	1509015	-	antisense_long_noncoding_rna
AT1G05205	AT1G05205		Chr1	1509103	1510341	-	protein_coding
AT1G04347	AT1G04347		Chr1	1509751	1510161	+	antisense_long_noncoding_rna
AT1G05210	AT1G05210		Chr1	1510404	1511683	+	protein_coding
AT1G05220	AT1G05220		Chr1	1511895	1512842	+	protein_coding
AT1G04353	AT1G04353		Chr1	1512618	1514562	+	antisense_long_noncoding_rna
AT1G05230	AT1G05230	HDG2	Chr1	1512896	1518900	-	protein_coding
AT1G05240	AT1G05240		Chr1	1520278	1523023	+	protein_coding
AT1G04357	AT1G04357		Chr1	1523561	1524069	-	long_noncoding_rna
AT1G04363	AT1G04363		Chr1	1523594	1523943	+	long_noncoding_rna
AT1G04367	AT1G04367		Chr1	1524572	1525242	-	long_noncoding_rna
AT1G05250	AT1G05250		Chr1	1525601	1527360	-	protein_coding
AT1G05260	AT1G05260	RCI3	Chr1	1529767	1531484	+	protein_coding
AT1G05270	AT1G05270		Chr1	1531641	1534767	-	protein_coding
AT1G05280	AT1G05280		Chr1	1534830	1537602	-	protein_coding
AT1G04373	AT1G04373		Chr1	1538273	1538484	-	long_noncoding_rna
AT1G05290	AT1G05290		Chr1	1539152	1540562	-	protein_coding
AT1G05291	AT1G05291		Chr1	1541348	1542432	-	protein_coding
AT1G04377	AT1G04377		Chr1	1542969	1543287	-	long_noncoding_rna
AT1G04383	AT1G04383		Chr1	1543157	1543394	+	long_noncoding_rna
AT1G04387	AT1G04387		Chr1	1543643	1544093	+	long_noncoding_rna
AT1G05300	AT1G05300	ZIP5	Chr1	1544927	1547849	-	protein_coding
AT1G05310	AT1G05310		Chr1	1550503	1552587	-	protein_coding
AT1G05320	AT1G05320		Chr1	1553568	1557848	+	protein_coding
AT1G05330	AT1G05330		Chr1	1558058	1558745	+	protein_coding
AT1G05340	AT1G05340		Chr1	1558778	1559917	-	protein_coding
AT1G05350	AT1G05350		Chr1	1560678	1564409	-	protein_coding
AT1G05360	AT1G05360	KMS2	Chr1	1564491	1567508	+	protein_coding
AT1G05370	AT1G05370		Chr1	1569147	1572469	-	protein_coding
AT1G05380	AT1G05380		Chr1	1576822	1582672	+	protein_coding
AT1G05385	AT1G05385	LPA19	Chr1	1582671	1583760	-	protein_coding
AT1G05390	AT1G05390		Chr1	1583772	1583845	-	pre_trna
AT1G05400	AT1G05400		Chr1	1584073	1585421	+	protein_coding
AT1G05410	AT1G05410		Chr1	1585371	1587794	-	protein_coding
AT1G05420	AT1G05420	OFP12	Chr1	1589973	1591012	+	protein_coding
AT1G05430	AT1G05430		Chr1	1594053	1595923	-	protein_coding
AT1G05440	AT1G05440		Chr1	1596007	1597940	-	protein_coding
AT1G05450	AT1G05450		Chr1	1599876	1601214	+	protein_coding
AT1G05460	AT1G05460	SDE3	Chr1	1601148	1605034	-	protein_coding
AT1G05470	AT1G05470	CVP2	Chr1	1607202	1611840	-	protein_coding
AT1G05490	AT1G05490	chr31	Chr1	1618504	1623489	-	protein_coding
AT1G05500	AT1G05500	NTMC2T2.1	Chr1	1624919	1629289	+	protein_coding
AT1G05510	AT1G05510		Chr1	1629446	1630863	+	protein_coding
AT1G05520	AT1G05520		Chr1	1630849	1636018	-	protein_coding
AT1G05530	AT1G05530	UGT75B2	Chr1	1636249	1637914	-	protein_coding
AT1G05540	AT1G05540		Chr1	1639223	1640879	+	protein_coding
AT1G05550	AT1G05550		Chr1	1640959	1643917	-	protein_coding
AT1G05560	AT1G05560	UGT75B1	Chr1	1645300	1647435	-	protein_coding
AT1G05562	AT1G05562		Chr1	1645300	1647435	+	antisense_long_noncoding_rna
AT1G05570	AT1G05570	CALS1	Chr1	1647575	1659611	-	protein_coding
AT1G04393	MIR5640		Chr1	1653221	1653624	-	mirna
AT1G04397	AT1G04397		Chr1	1661408	1661614	+	long_noncoding_rna
AT1G05575	AT1G05575		Chr1	1661550	1662259	-	protein_coding
AT1G05577	AT1G05577		Chr1	1662352	1664398	-	protein_coding
AT1G05580	AT1G05580	CHX23	Chr1	1665356	1668924	-	protein_coding
AT1G05590	AT1G05590	HEXO2	Chr1	1669350	1671902	+	protein_coding
AT1G05600	AT1G05600	EMB3101	Chr1	1671916	1673923	+	protein_coding
AT1G05610	AT1G05610	APS2	Chr1	1673861	1676077	-	protein_coding
AT1G05615	AT1G05615		Chr1	1677507	1678270	-	protein_coding
AT1G05620	AT1G05620	URH2	Chr1	1678881	1681710	+	protein_coding
AT1G05630	AT1G05630	5PTASE13	Chr1	1682224	1687363	+	protein_coding
AT1G05640	AT1G05640		Chr1	1687436	1689955	-	protein_coding
AT1G05650	AT1G05650		Chr1	1690002	1692179	-	protein_coding
AT1G04403	AT1G04403		Chr1	1693476	1693804	-	long_noncoding_rna
AT1G05660	AT1G05660		Chr1	1694070	1696191	-	protein_coding
AT1G05670	AT1G05670		Chr1	1697541	1701065	-	protein_coding
AT1G05675	AT1G05675		Chr1	1701116	1702749	-	protein_coding
AT1G05680	AT1G05680	UGT74E2	Chr1	1703002	1704838	-	protein_coding
AT1G05690	AT1G05690	BT3	Chr1	1706736	1709360	+	protein_coding
AT1G05700	AT1G05700		Chr1	1709673	1713474	+	protein_coding
AT1G04407	AT1G04407		Chr1	1713479	1713740	-	long_noncoding_rna
AT1G05710	AT1G05710		Chr1	1714818	1717290	+	protein_coding
AT1G05720	AT1G05720		Chr1	1717389	1718909	-	protein_coding
AT1G04413	AT1G04413		Chr1	1717730	1718089	+	antisense_long_noncoding_rna
AT1G05730	AT1G05730		Chr1	1718555	1720587	+	protein_coding
AT1G04417	AT1G04417		Chr1	1719300	1719659	-	antisense_long_noncoding_rna
AT1G05740	AT1G05740		Chr1	1720593	1721309	+	protein_coding
AT1G05750	AT1G05750	PDE247	Chr1	1721509	1724734	+	protein_coding
AT1G05760	AT1G05760	RTM1	Chr1	1723734	1724534	-	protein_coding
AT1G05770	AT1G05770		Chr1	1725388	1726321	-	protein_coding
AT1G05780	AT1G05780		Chr1	1726558	1728520	+	protein_coding
AT1G04423	MIR5656		Chr1	1727263	1727415	+	mirna
AT1G05783	AT1G05783		Chr1	1728658	1729789	-	protein_coding
AT1G04427	AT1G04427		Chr1	1729587	1729890	+	long_noncoding_rna
AT1G05785	AT1G05785		Chr1	1730242	1732657	+	protein_coding
AT1G05790	AT1G05790		Chr1	1732802	1737583	+	protein_coding
AT1G05800	AT1G05800	DGL	Chr1	1741204	1742619	+	protein_coding
AT1G05805	AT1G05805		Chr1	1744444	1747734	+	protein_coding
AT1G05810	AT1G05810	RABA5E	Chr1	1748259	1749526	+	protein_coding
AT1G05820	AT1G05820	SPPL5	Chr1	1749478	1754036	+	protein_coding
AT1G05830	AT1G05830	ATX2	Chr1	1754130	1761909	+	protein_coding
AT1G05835	AT1G05835		Chr1	1762145	1762814	+	protein_coding
AT1G04433	AT1G04433		Chr1	1762363	1762693	-	antisense_long_noncoding_rna
AT1G05840	AT1G05840		Chr1	1762734	1766283	-	protein_coding
AT1G04437	AT1G04437		Chr1	1764573	1764829	+	antisense_long_noncoding_rna
AT1G05850	AT1G05850	POM1	Chr1	1766503	1768837	-	protein_coding
AT1G05860	AT1G05860		Chr1	1768986	1771286	+	protein_coding
AT1G05870	AT1G05870		Chr1	1771385	1773385	-	protein_coding
AT1G05880	AT1G05880	ARI12	Chr1	1775643	1778553	+	protein_coding
AT1G05890	AT1G05890	ARI5	Chr1	1779256	1784675	+	protein_coding
AT1G05894	AT1G05894		Chr1	1784736	1786326	+	protein_coding
AT1G05900	AT1G05900	NTH2	Chr1	1786849	1789737	+	protein_coding
AT1G05910	AT1G05910		Chr1	1790216	1796715	+	protein_coding
AT1G05920	AT1G05920		Chr1	1796778	1798254	+	protein_coding
AT1G05930	AT1G05930		Chr1	1799418	1800933	+	protein_coding
AT1G05940	AT1G05940	CAT9	Chr1	1801110	1804000	-	protein_coding
AT1G05950	AT1G05950		Chr1	1804401	1807670	-	protein_coding
AT1G05960	AT1G05960		Chr1	1807960	1815568	-	protein_coding
AT1G05970	AT1G05970		Chr1	1815825	1817336	-	protein_coding
AT1G05980	AT1G05980		Chr1	1817400	1817471	+	pre_trna
AT1G05990	AT1G05990		Chr1	1818392	1819184	+	protein_coding
AT1G06002	AT1G06002		Chr1	1820254	1821887	+	antisense_long_noncoding_rna
AT1G06000	AT1G06000		Chr1	1820308	1821894	-	protein_coding
AT1G06010	AT1G06010		Chr1	1822583	1824236	+	protein_coding
AT1G06020	AT1G06020		Chr1	1824250	1826163	+	protein_coding
AT1G06030	AT1G06030		Chr1	1826803	1828279	+	protein_coding
AT1G06040	AT1G06040	STO	Chr1	1828340	1829983	-	protein_coding
AT1G06045	AT1G06045		Chr1	1829522	1829865	+	protein_coding
AT1G06050	AT1G06050		Chr1	1830471	1832555	-	protein_coding
AT1G06060	AT1G06060		Chr1	1832941	1834861	+	protein_coding
AT1G06070	AT1G06070		Chr1	1834829	1837758	-	protein_coding
AT1G04443	AT1G04443		Chr1	1839483	1839729	-	long_noncoding_rna
AT1G06080	AT1G06080	ADS1	Chr1	1843463	1846311	+	protein_coding
AT1G06090	AT1G06090		Chr1	1846701	1849693	+	protein_coding
AT1G06100	AT1G06100		Chr1	1851472	1853019	+	protein_coding
AT1G06110	AT1G06110	SKIP16	Chr1	1853059	1855378	-	protein_coding
AT1G06120	AT1G06120		Chr1	1855910	1857718	+	protein_coding
AT1G06130	AT1G06130	GLX2-4	Chr1	1857757	1860938	-	protein_coding
AT1G06135	AT1G06135		Chr1	1862184	1862742	+	protein_coding
AT1G06137	AT1G06137		Chr1	1863425	1863840	-	protein_coding
AT1G06140	AT1G06140	MEF3	Chr1	1864774	1866999	+	protein_coding
AT1G06143	AT1G06143		Chr1	1867037	1868905	-	protein_coding
AT1G06150	AT1G06150	EMB1444	Chr1	1868989	1873730	-	protein_coding
AT1G06148	AT1G06148		Chr1	1874885	1877573	-	protein_coding
AT1G06160	AT1G06160	ORA59	Chr1	1882907	1883992	+	protein_coding
AT1G06170	AT1G06170		Chr1	1884981	1886904	-	protein_coding
AT1G04447	AT1G04447		Chr1	1887404	1887728	+	long_noncoding_rna
AT1G06180	AT1G06180	MYB13	Chr1	1889362	1891276	+	protein_coding
AT1G06190	AT1G06190	RHON1	Chr1	1892231	1894194	-	protein_coding
AT1G06200	AT1G06200		Chr1	1894289	1897027	-	protein_coding
AT1G06210	AT1G06210		Chr1	1897129	1899237	+	protein_coding
AT1G06220	AT1G06220	MEE5	Chr1	1899951	1904897	+	protein_coding
AT1G06225	AT1G06225	CLE3	Chr1	1905918	1906298	+	protein_coding
AT1G06230	AT1G06230	GTE4	Chr1	1906963	1911056	+	protein_coding
AT1G06240	AT1G06240		Chr1	1911095	1913295	+	protein_coding
AT1G06250	AT1G06250		Chr1	1913175	1914895	-	protein_coding
AT1G06265	AT1G06265		Chr1	1914943	1917661	-	antisense_long_noncoding_rna
AT1G06260	AT1G06260		Chr1	1916430	1917585	+	protein_coding
AT1G06270	AT1G06270		Chr1	1917991	1919760	-	protein_coding
AT1G06280	AT1G06280	LBD2	Chr1	1920307	1920949	-	protein_coding
AT1G06290	AT1G06290	ACX3	Chr1	1922208	1926278	+	protein_coding
AT1G06310	AT1G06310	ACX6	Chr1	1926652	1930397	+	protein_coding
AT1G06320	AT1G06320		Chr1	1930523	1931449	+	protein_coding
AT1G06330	AT1G06330		Chr1	1931229	1932429	-	protein_coding
AT1G06340	AT1G06340		Chr1	1933284	1934103	-	protein_coding
AT1G06350	AT1G06350	ADS4	Chr1	1935227	1936841	-	protein_coding
AT1G06360	AT1G06360		Chr1	1938862	1940496	-	protein_coding
AT1G06370	AT1G06370		Chr1	1942614	1944991	-	pseudogene
AT1G06380	AT1G06380		Chr1	1944993	1946303	+	protein_coding
AT1G06390	AT1G06390	GSK1	Chr1	1946746	1950860	+	protein_coding
AT1G06400	AT1G06400	ARA-2	Chr1	1950596	1952880	-	protein_coding
AT1G04453	AT1G04453		Chr1	1953734	1954192	-	long_noncoding_rna
AT1G06410	AT1G06410	TPS7	Chr1	1954674	1958866	+	protein_coding
AT1G06420	AT1G06420		Chr1	1958878	1960027	+	protein_coding
AT1G06430	AT1G06430	FTSH8	Chr1	1960031	1963189	-	protein_coding
AT1G06440	AT1G06440		Chr1	1963301	1965209	-	protein_coding
AT1G06450	AT1G06450		Chr1	1965840	1967219	+	protein_coding
AT1G04463	AT1G04463		Chr1	1966019	1966939	-	antisense_long_noncoding_rna
AT1G06460	AT1G06460	ACD32.1	Chr1	1967087	1969656	-	protein_coding
AT1G04467	AT1G04467		Chr1	1968861	1969332	+	antisense_long_noncoding_rna
AT1G06470	AT1G06470		Chr1	1969658	1974526	+	protein_coding
AT1G06475	AT1G06475		Chr1	1973834	1974407	-	protein_coding
AT1G06480	AT1G06480		Chr1	1978084	1978157	+	pre_trna
AT1G06490	AT1G06490	CalS7	Chr1	1978378	1989409	+	protein_coding
AT1G06500	AT1G06500		Chr1	1989479	1990730	+	protein_coding
AT1G04473	AT1G04473		Chr1	1989682	1990158	-	antisense_long_noncoding_rna
AT1G06515	AT1G06515		Chr1	1990634	1992228	-	protein_coding
AT1G04477	AT1G04477		Chr1	1991587	1991970	+	antisense_long_noncoding_rna
AT1G06510	AT1G06510		Chr1	1992229	1993841	+	protein_coding
AT1G06520	AT1G06520	GPAT1	Chr1	1993903	1996355	-	protein_coding
AT1G06530	AT1G06530	PMD2	Chr1	2001382	2002802	+	protein_coding
AT1G06540	AT1G06540		Chr1	2001406	2003446	-	protein_coding
AT1G06550	AT1G06550		Chr1	2003627	2007212	-	protein_coding
AT1G06560	AT1G06560		Chr1	2007615	2012006	+	protein_coding
